source_folder,file,target_collection,target_slug,status
150 pillar pages,international-clinical-trials-faq-section.json,insights,international-clinical-trials,DONE - verified live now
150 pillar pages,patient-rights-in-clinical-trials-faq-section.json,insights,patient-rights-in-clinical-trials,DONE - verified live now
150 pillar pages,phases-of-clinical-trials-explained-faq-section.json,insights,phases-of-clinical-trials-explained,DONE - verified live now
150 pillar pages,placebo-in-cancer-trials-faq-section.json,insights,placebo-in-cancer-trials,DONE - verified live now
150 pillar pages,questions-to-ask-about-clinical-trials-faq-section.json,insights,questions-to-ask-about-clinical-trials,DONE - verified live now
150 pillar pages,travel-support-for-clinical-trials-faq-section.json,insights,travel-support-for-clinical-trials,DONE - verified live now
150 pillar pages,what-are-cancer-clinical-trials-faq-section.json,insights,what-are-cancer-clinical-trials,DONE - verified live now
150 pillar pages,clinical-trials-for-pediatric-cancer-faq-section.json,insights,clinical-trials-for-pediatric-cancer,DONE - verified live now
150 pillar pages,clinical-trials-for-rare-cancers-faq-section.json,insights,clinical-trials-for-rare-cancers,DONE - verified live now
150 pillar pages,autologous-vs-allogeneic-gamma-delta-t-cell-therapy-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,car-gamma-delta-t-cell-therapy-the-next-generation-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,clinical-trials-in-gamma-delta-t-cell-therapy-how-to-find-and-access-them-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,combining-gamma-delta-t-cells-with-zoledronate-bisphosphonate-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,gamma-delta-t-cell-therapy-for-breast-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,gamma-delta-t-cell-therapy-for-liver-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,gamma-delta-t-cell-therapy-for-lung-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,gamma-delta-t-cell-therapy-for-neuroblastoma-and-paediatric-cancers-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,gamma-delta-t-cell-therapy-for-renal-cell-carcinoma-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,gamma-delta-t-cell-therapy-in-china-current-status-and-access-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,gamma-delta-t-cell-therapy-plus-immunotherapy-and-checkpoint-inhibitors-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,gamma-delta-t-cell-therapy-vs-car-t-key-differences-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,how-gamma-delta-t-cells-kill-cancer-without-mhc-restriction-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,in-vivo-activation-zoledronate-plus-il-2-for-gamma-delta-t-cell-stimulation-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,phosphoantigens-and-the-butyrophilin-axis-the-natural-tumour-sensing-mechanism-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,side-effects-and-safety-of-gamma-delta-t-cell-therapy-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,the-future-of-gamma-delta-t-cell-therapy-allogeneic-car-gdt-and-bispecific-approaches-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,v9v2-t-cells-the-circulating-anti-tumour-subset-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,v1-t-cells-the-tissue-resident-cancer-killers-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,what-are-gamma-delta-t-cells-a-patient-introduction-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,adjuvant-nivolumab-after-chemoradiation-for-esophageal-cancer-checkmate-577-explained-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,apatinib-rivoceranib-for-third-line-gastric-cancer-china-s-approved-targeted-therapy-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,cldn18-2-testing-for-gastric-cancer-what-it-is-and-why-it-matters-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,cross-chemoradiation-for-esophageal-cancer-what-it-involves-and-what-to-expect-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,d2-gastrectomy-vs-d1-why-surgical-technique-determines-long-term-survival-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,endoscopic-submucosal-dissection-esd-for-early-gastric-and-esophageal-cancer-a-patient-guide-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,esophageal-cancer-treatment-in-china-beijing-cancer-hospital-and-henan-cancer-hospital-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,esophageal-squamous-cell-carcinoma-in-asia-risk-factors-screening-and-treatment-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,flot-vs-sox-vs-capox-perioperative-chemotherapy-comparing-options-for-resectable-gastric-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,gastric-and-esophageal-cancer-treatment-costs-china-vs-india-vs-usa-detailed-comparison-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,gastric-cancer-surgery-in-china-sun-yat-sen-university-cancer-center-and-fudan-shanghai-compared-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,getting-a-second-opinion-on-gastric-or-esophageal-cancer-in-china-or-india-through-cancerfax-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,her2-positive-gastric-cancer-trastuzumab-t-dxd-and-what-access-in-china-means-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,laparoscopic-gastrectomy-for-gastric-cancer-what-minimally-invasive-surgery-looks-like-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,msi-h-gastric-cancer-why-immunotherapy-can-achieve-long-term-remission-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,oesophagectomy-ivor-lewis-vs-mckeown-vs-transhiatal-understanding-the-approaches-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,peritoneal-metastasis-in-gastric-cancer-hipec-and-pipac-options-in-china-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,sintilimab-and-tislelizumab-china-s-approved-pd-1-inhibitors-for-gastric-and-esophageal-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,staging-laparoscopy-for-gastric-cancer-why-it-must-be-done-before-surgery-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,what-is-h-pylori-and-how-does-it-cause-gastric-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,clinical-trials-in-gene-therapy-faq-section.json,insights,clinical-trials-in-gene-therapy,DONE - verified live now
150 pillar pages,cost-of-gene-therapy-worldwide-faq-section.json,insights,cost-of-gene-therapy-worldwide,DONE - verified live now
150 pillar pages,countries-offering-gene-therapy-faq-section.json,insights,countries-offering-gene-therapy,DONE - verified live now
150 pillar pages,crispr-in-cancer-treatment-faq-section.json,insights,crispr-in-cancer-treatment,DONE - verified live now
150 pillar pages,eligibility-for-gene-therapy-faq-section.json,insights,eligibility-for-gene-therapy,DONE - verified live now
150 pillar pages,future-of-gene-therapy-faq-section.json,insights,future-of-gene-therapy,DONE - verified live now
150 pillar pages,gene-editing-vs-gene-replacement-faq-section.json,insights,gene-editing-vs-gene-replacement,DONE - verified live now
150 pillar pages,gene-therapy-for-leukemia-faq-section.json,guides,gene-therapy-for-leukemia,DONE - verified live now
150 pillar pages,gene-therapy-for-rare-cancers-faq-section.json,guides,gene-therapy-for-rare-cancers,DONE - verified live now
150 pillar pages,gene-therapy-for-solid-tumors-faq-section.json,guides,gene-therapy-for-solid-tumors,DONE - verified live now
150 pillar pages,gene-therapy-treatment-process-faq-section.json,insights,gene-therapy-treatment-process,DONE - verified live now
150 pillar pages,gene-therapy-vs-car-t-therapy-faq-section.json,insights,gene-therapy-vs-cart-therapy,DONE - verified live now
150 pillar pages,how-gene-therapy-works-faq-section.json,insights,how-gene-therapy-works,DONE - verified live now
150 pillar pages,questions-to-ask-about-gene-therapy-faq-section.json,insights,questions-to-ask-about-gene-therapy,DONE - verified live now
150 pillar pages,side-effects-of-gene-therapy-faq-section.json,insights,side-effects-of-gene-therapy,DONE - verified live now
150 pillar pages,success-rates-of-gene-therapy-faq-section.json,insights,success-rates-of-gene-therapy,DONE - verified live now
150 pillar pages,tests-before-gene-therapy-faq-section.json,insights,tests-before-gene-therapy,DONE - verified live now
150 pillar pages,types-of-gene-therapy-in-oncology-faq-section.json,insights,types-of-gene-therapy-in-oncology,DONE - verified live now
150 pillar pages,viral-vectors-in-gene-therapy-faq-section.json,insights,viral-vectors-in-gene-therapy,DONE - verified live now
150 pillar pages,what-is-gene-therapy-for-cancer-faq-section.json,insights,what-is-gene-therapy-for-cancer,DONE - verified live now
150 pillar pages,accessing-gene-therapy-clinical-trials-in-china-for-thalassemia-through-cancerfax-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,allogeneic-stem-cell-transplantation-for-thalassemia-the-pesaro-classification-and-outcomes-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,base-editing-and-prime-editing-the-next-generation-of-gene-editing-beyond-crispr-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,casgevy-exagamglogene-autotemcel-the-first-approved-crispr-therapy-a-patient-guide-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,comparing-costs-gene-therapy-vs-lifelong-transfusion-vs-transplant-for-thalassemia-major-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,crispr-cas9-gene-editing-how-it-works-and-why-it-is-different-from-earlier-gene-therapy-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,fanconi-anemia-bone-marrow-failure-cancer-risk-and-gene-therapy-options-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,gene-therapy-clinical-trials-in-china-how-to-find-and-access-trials-at-zhejiang-university-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,haemophilia-a-and-b-factor-replacement-emicizumab-and-gene-therapy-options-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,haploidentical-stem-cell-transplant-beijing-protocol-curative-transplant-without-a-matched-sibling-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,hla-typing-and-donor-matching-what-the-process-involves-and-how-long-it-takes-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,india-s-national-sickle-cell-elimination-mission-what-it-means-for-affected-families-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,questions-to-ask-before-committing-to-gene-therapy-or-transplant-for-a-blood-disorder-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,sickle-cell-disease-complications-hydroxyurea-and-the-case-for-curative-treatment-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,stem-cell-transplant-for-thalassemia-at-cmc-vellore-a-guide-for-families-from-south-asia-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,thalassemia-major-what-monthly-transfusions-and-iron-chelation-involve-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,what-is-gene-therapy-and-how-does-it-work-for-inherited-blood-disorders-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,what-is-thalassemia-alpha-and-beta-thalassemia-explained-for-patients-and-families-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,wiskott-aldrich-syndrome-immunodeficiency-bleeding-and-otl-103-gene-therapy-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,zynteglo-and-lyfgenia-lentiviral-gene-therapy-for-thalassemia-and-sickle-cell-disease-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,acupuncture-for-cancer-patients-what-it-treats-how-it-works-and-is-it-safe-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,acupuncture-for-chemotherapy-induced-peripheral-neuropathy-cipn-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,ashwagandha-and-curcumin-in-cancer-what-the-clinical-evidence-shows-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,ayurveda-and-cancer-what-is-safe-what-is-beneficial-and-what-to-avoid-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,cancer-nutrition-guide-what-to-eat-during-chemotherapy-and-radiation-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,cancer-survivorship-managing-fatigue-cognitive-effects-and-neuropathy-after-treatment-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,chemotherapy-nausea-and-vomiting-complementary-approaches-beyond-antiemetics-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,drug-herb-interactions-during-cancer-treatment-a-patient-safety-guide-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,exercise-during-cancer-treatment-the-complete-guide-for-patients-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,fear-of-cancer-recurrence-evidence-based-psychological-approaches-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,integrative-oncology-services-in-china-and-india-what-cancerfax-patients-can-access-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,managing-cancer-related-fatigue-the-evidence-based-toolkit-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,mindfulness-and-mbsr-for-cancer-patients-how-to-start-and-what-to-expect-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,omega-3-fatty-acids-and-cancer-evidence-for-muscle-preservation-and-anti-inflammation-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,sleep-problems-during-cancer-treatment-cbt-i-and-integrative-approaches-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,st-john-s-wort-and-cancer-drugs-why-this-herb-is-absolutely-contraindicated-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,supplements-and-herbal-medicines-during-cancer-treatment-what-is-safe-and-what-is-not-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,traditional-chinese-medicine-in-cancer-care-what-chinese-oncology-centers-offer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,what-is-integrative-oncology-and-how-is-it-different-from-alternative-medicine-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,yoga-for-cancer-a-guide-to-safe-practice-adapted-for-treatment-and-survivorship-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,cancer-treatment-in-china-faq-section.json,guides,cancer-treatment-in-china,RAN BUT NOW MISSING (slug drift/deleted)
150 pillar pages,cancer-treatment-in-germany-faq-section.json,guides,cancer-treatment-in-germany,RAN BUT NOW MISSING (slug drift/deleted)
150 pillar pages,cancer-treatment-in-india-faq-section.json,guides,cancer-treatment-in-india,RAN BUT NOW MISSING (slug drift/deleted)
150 pillar pages,cancer-treatment-in-israel-faq-section.json,guides,cancer-treatment-in-israel,RAN BUT NOW MISSING (slug drift/deleted)
150 pillar pages,cancer-treatment-in-japan-faq-section.json,guides,cancer-treatment-in-japan,RAN BUT NOW MISSING (slug drift/deleted)
150 pillar pages,cancer-treatment-in-singapore-faq-section.json,guides,cancer-treatment-in-singapore,RAN BUT NOW MISSING (slug drift/deleted)
150 pillar pages,cancer-treatment-in-south-korea-faq-section.json,guides,cancer-treatment-in-south-korea,RAN BUT NOW MISSING (slug drift/deleted)
150 pillar pages,cancer-treatment-in-thailand-faq-section.json,guides,cancer-treatment-in-thailand,RAN BUT NOW MISSING (slug drift/deleted)
150 pillar pages,cancer-treatment-in-the-usa-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,cancer-treatment-in-turkey-faq-section.json,guides,cancer-treatment-in-turkey,RAN BUT NOW MISSING (slug drift/deleted)
150 pillar pages,cost-comparison-of-treatment-worldwide-faq-section.json,guides,cost-comparison-of-treatment-worldwide,DONE - verified live now
150 pillar pages,how-cancerfax-facilitates-international-treatment-faq-section.json,guides,how-cancerfax-facilitates-international-treatment,DONE - verified live now
150 pillar pages,how-to-choose-a-hospital-abroad-faq-section.json,guides,how-to-choose-a-hospital-abroad,DONE - verified live now
150 pillar pages,insurance-and-financing-abroad-faq-section.json,guides,insurance-and-financing-abroad,DONE - verified live now
150 pillar pages,language-and-communication-abroad-faq-section.json,guides,language-and-communication-abroad,DONE - verified live now
150 pillar pages,medical-visa-for-cancer-treatment-faq-section.json,guides,medical-visa-for-cancer-treatment,DONE - verified live now
150 pillar pages,second-opinions-from-international-experts-faq-section.json,guides,second-opinions-from-international-experts,DONE - verified live now
150 pillar pages,top-countries-for-cancer-treatment-faq-section.json,guides,top-countries-for-cancer-treatment,DONE - verified live now
150 pillar pages,travel-and-accommodation-for-patients-faq-section.json,guides,travel-and-accommodation-for-patients,DONE - verified live now
150 pillar pages,why-patients-seek-cancer-treatment-abroad-faq-section.json,guides,why-patients-seek-cancer-treatment-abroad,DONE - verified live now
150 pillar pages,afp-monitoring-in-hcc-what-your-levels-mean-and-when-to-be-concerned-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,atezolizumab-bevacizumab-vs-sintilimab-bevacizumab-for-advanced-hcc-comparing-options-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,bclc-staging-for-liver-cancer-what-your-stage-means-for-treatment-options-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,child-pugh-score-explained-what-it-means-for-liver-cancer-treatment-eligibility-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,colorectal-liver-metastases-resection-tace-and-haic-options-in-china-and-india-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,downstaging-unresectable-hcc-tace-haic-and-conversion-surgery-pathways-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,getting-a-second-opinion-on-unresectable-hcc-in-china-or-india-through-cancerfax-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,haic-folfox-china-s-preferred-treatment-for-advanced-hcc-with-portal-vein-thrombus-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,hepatic-resection-for-hcc-what-surgery-involves-and-what-recovery-looks-like-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,hepatitis-b-and-liver-cancer-why-antiviral-therapy-must-continue-during-hcc-treatment-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,intrahepatic-cholangiocarcinoma-fgfr2-fusions-idh1-mutations-and-targeted-therapy-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,liver-cancer-treatment-costs-china-vs-india-vs-usa-detailed-comparison-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,liver-transplantation-for-hcc-milan-criteria-beyond-milan-and-waiting-lists-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,living-donor-liver-transplantation-in-india-what-patients-need-to-know-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,portal-vein-tumor-thrombus-pvtt-why-china-s-approach-differs-from-western-guidelines-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,proton-and-heavy-ion-therapy-for-liver-cancer-at-the-shanghai-proton-and-heavy-ion-center-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,rfa-vs-microwave-ablation-for-small-hcc-how-to-choose-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,sirt-y-90-radioembolization-for-liver-cancer-procedure-recovery-and-outcomes-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,tace-for-liver-cancer-conventional-vs-drug-eluting-bead-what-patients-need-to-know-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,what-is-hepatocellular-carcinoma-hcc-and-how-is-it-different-from-other-liver-cancers-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,alk-and-ros1-lung-cancer-targeted-therapy-guide-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,brain-metastases-from-lung-cancer-treatment-options-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,egfr-mutation-lung-cancer-osimertinib-and-beyond-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,kras-g12c-lung-cancer-the-new-targetable-mutation-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,liquid-biopsy-and-ctdna-testing-in-lung-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,lung-cancer-clinical-trials-how-to-find-and-access-them-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,lung-cancer-in-never-smokers-causes-and-what-to-expect-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,lung-cancer-symptoms-diagnosis-and-staging-explained-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,lung-cancer-treatment-in-china-hospitals-cost-and-access-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,pd-l1-and-immunotherapy-in-lung-cancer-faq-section.json,insights,immunotherapy-for-lung-cancer,DONE - verified live now
150 pillar pages,pembrolizumab-for-lung-cancer-a-patient-guide-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,ret-met-braf-her2-and-rare-driver-mutations-in-lung-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,sbrt-for-early-stage-lung-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,second-opinion-for-lung-cancer-how-and-where-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,small-cell-lung-cancer-treatment-guide-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,stage-iii-lung-cancer-concurrent-chemoradiation-and-durvalumab-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,stage-iv-lung-cancer-treatment-options-and-what-to-expect-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,surgery-for-lung-cancer-vats-robotic-and-open-approaches-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,what-is-lung-cancer-types-subtypes-and-biology-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,why-molecular-testing-is-essential-before-lung-cancer-treatment-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,cancers-treated-with-oncolytic-virus-therapy-faq-section.json,insights,cancers-treated-with-oncolytic-virus-therapy,DONE - verified live now
150 pillar pages,clinical-trials-in-oncolytic-virus-therapy-faq-section.json,insights,clinical-trials-oncolytic-virus-therapy,DONE - verified live now
150 pillar pages,combination-with-checkpoint-inhibitors-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,cost-of-oncolytic-virus-treatment-faq-section.json,insights,cost-oncolytic-virus-treatment,DONE - verified live now
150 pillar pages,eligibility-for-oncolytic-virus-therapy-faq-section.json,insights,eligibility-for-oncolytic-virus-therapy,DONE - verified live now
150 pillar pages,fda-approved-oncolytic-virus-therapies-faq-section.json,insights,fda-approved-oncolytic-virus-therapies,DONE - verified live now
150 pillar pages,future-of-oncolytic-virus-research-faq-section.json,insights,future-oncolytic-virus-research,DONE - verified live now
150 pillar pages,how-oncolytic-viruses-work-faq-section.json,insights,how-oncolytic-viruses-work,DONE - verified live now
150 pillar pages,oncolytic-virus-for-brain-tumors-faq-section.json,insights,oncolytic-virus-for-brain-tumors,DONE - verified live now
150 pillar pages,oncolytic-virus-for-liver-cancer-faq-section.json,insights,oncolytic-virus-for-liver-cancer,DONE - verified live now
150 pillar pages,oncolytic-virus-for-melanoma-faq-section.json,insights,oncolytic-virus-for-melanoma,DONE - verified live now
150 pillar pages,oncolytic-virus-vs-chemotherapy-faq-section.json,insights,oncolytic-virus-vs-chemotherapy,DONE - verified live now
150 pillar pages,oncolytic-virus-vs-immunotherapy-faq-section.json,insights,oncolytic-virus-vs-immunotherapy,DONE - verified live now
150 pillar pages,questions-about-oncolytic-virus-therapy-faq-section.json,insights,questions-to-ask-oncolytic-virus-therapy,DONE - verified live now
150 pillar pages,safety-profile-of-oncolytic-viruses-faq-section.json,insights,safety-profile-oncolytic-viruses,DONE - verified live now
150 pillar pages,side-effects-of-oncolytic-virus-therapy-faq-section.json,insights,side-effects-oncolytic-virus-therapy,DONE - verified live now
150 pillar pages,success-rates-of-oncolytic-virus-therapy-faq-section.json,insights,success-rates-oncolytic-virus-therapy,DONE - verified live now
150 pillar pages,treatment-process-for-oncolytic-virus-faq-section.json,insights,treatment-process-oncolytic-virus-therapy,DONE - verified live now
150 pillar pages,types-of-oncolytic-viruses-used-faq-section.json,insights,types-of-oncolytic-viruses-used,DONE - verified live now
150 pillar pages,what-is-oncolytic-virus-therapy-faq-section.json,insights,what-is-oncolytic-virus-therapy,DONE - verified live now
150 pillar pages,advanced-treatments-for-childhood-cancer-faq-section.json,insights,advanced-treatments-for-childhood-cancer,DONE - verified live now
150 pillar pages,car-t-for-pediatric-leukemia-faq-section.json,insights,cart-for-pediatric-leukemia,DONE - verified live now
150 pillar pages,cost-of-pediatric-cancer-treatment-faq-section.json,insights,cost-of-pediatric-cancer-treatment,DONE - verified live now
150 pillar pages,eligibility-for-pediatric-advanced-therapy-faq-section.json,insights,eligibility-for-pediatric-advanced-therapy,DONE - verified live now
150 pillar pages,emotional-support-for-pediatric-patients-faq-section.json,insights,emotional-support-for-pediatric-patients,DONE - verified live now
150 pillar pages,gene-therapy-for-children-with-cancer-faq-section.json,insights,gene-therapy-for-children-with-cancer,DONE - verified live now
150 pillar pages,immunotherapy-for-pediatric-cancer-faq-section.json,insights,immunotherapy-for-pediatric-cancer,DONE - verified live now
150 pillar pages,international-centers-for-pediatric-cancer-faq-section.json,insights,international-centers-for-pediatric-cancer,DONE - verified live now
150 pillar pages,long-term-effects-of-childhood-cancer-therapy-faq-section.json,insights,long-term-effects-of-childhood-cancer-therapy,DONE - verified live now
150 pillar pages,most-common-cancers-in-children-faq-section.json,insights,most-common-cancers-in-children,DONE - verified live now
150 pillar pages,pediatric-cancer-at-specialized-centers-faq-section.json,insights,pediatric-cancer-at-specialized-centers,DONE - verified live now
150 pillar pages,pediatric-cancer-survival-rates-faq-section.json,insights,pediatric-cancer-survival-rates,DONE - verified live now
150 pillar pages,questions-for-pediatric-oncologists-faq-section.json,insights,questions-for-pediatric-oncologists,DONE - verified live now
150 pillar pages,second-opinion-for-pediatric-cancer-faq-section.json,insights,second-opinion-for-pediatric-cancer,DONE - verified live now
150 pillar pages,side-effects-in-pediatric-patients-faq-section.json,insights,side-effects-in-pediatric-patients,DONE - verified live now
150 pillar pages,stem-cell-therapy-for-children-faq-section.json,insights,stem-cell-therapy-for-children,DONE - verified live now
150 pillar pages,support-for-families-of-pediatric-patients-faq-section.json,insights,support-for-families-of-pediatric-patients,DONE - verified live now
150 pillar pages,tests-before-pediatric-cancer-treatment-faq-section.json,insights,tests-before-pediatric-cancer-treatment,DONE - verified live now
150 pillar pages,what-is-pediatric-cancer-faq-section.json,insights,what-is-pediatric-cancer,DONE - verified live now
150 pillar pages,clinical-trials-based-on-mutations-faq-section.json,insights,clinical-trials-based-on-mutations,DONE - verified live now
150 pillar pages,genes-commonly-tested-in-cancer-faq-section.json,insights,genes-commonly-tested-in-cancer,DONE - verified live now
150 pillar pages,genomic-testing-for-breast-cancer-faq-section.json,insights,genomic-testing-breast-cancer,DONE - verified live now
150 pillar pages,genomic-testing-for-colorectal-cancer-faq-section.json,insights,genomic-testing-colorectal-cancer,DONE - verified live now
150 pillar pages,genomic-testing-for-lung-cancer-faq-section.json,insights,genomic-testing-lung-cancer,DONE - verified live now
150 pillar pages,how-ngs-changes-cancer-treatment-faq-section.json,insights,how-ngs-changes-cancer-treatment,DONE - verified live now
150 pillar pages,hrd-testing-explained-faq-section.json,insights,hrd-testing-explained,DONE - verified live now
150 pillar pages,limitations-of-genomic-testing-faq-section.json,insights,limitations-of-genomic-testing,DONE - verified live now
150 pillar pages,liquid-biopsy-explained-faq-section.json,insights,liquid-biopsy-explained,DONE - verified live now
150 pillar pages,msi-testing-explained-faq-section.json,insights,msi-testing-explained,DONE - verified live now
150 pillar pages,ngs-for-rare-cancers-faq-section.json,insights,ngs-testing-rare-cancers,DONE - verified live now
150 pillar pages,ngs-reports-explained-faq-section.json,insights,ngs-reports-explained,DONE - verified live now
150 pillar pages,ngs-testing-cost-worldwide-faq-section.json,insights,ngs-testing-cost-worldwide,DONE - verified live now
150 pillar pages,ngs-vs-single-gene-testing-faq-section.json,insights,ngs-vs-single-gene-testing,DONE - verified live now
150 pillar pages,questions-to-ask-about-ngs-faq-section.json,insights,questions-to-ask-about-ngs-testing,DONE - verified live now
150 pillar pages,targeted-therapy-based-on-ngs-faq-section.json,insights,targeted-therapy-based-on-ngs-results,DONE - verified live now
